Make,Model,Price,Year,Engine Size,Mileage,Fuel Type,Transmission,Color,Body Type,Wheel Drive,Doors,Seats,Engine Power,Top Speed,Acceleration,CO2 Rating
cadillac,CTS,2995.0,2005,2792cc,"55,000 miles",Petrol,Manual,BLUE,Saloon,4X2,4.0,5.0,216 bhp,140 mph,8.2 seconds,278 g/km
cadillac,BLS,5990.0,2009,1910cc,"74,251 miles",Diesel,Automatic,Grey,Saloon,4X2,4.0,5.0,147 bhp,131 mph,11.2 seconds,194 g/km
