Make,Model,Price,Year,Engine Size,Mileage,Fuel Type,Transmission,Color,Body Type,Wheel Drive,Doors,Seats,Engine Power,Top Speed,Acceleration,CO2 Rating,e_Fuel_Type,e_Model,e_Transmission,e_Color,e_Body_Type,e_Wheel_Drive
audi,A3,17795.0,2017,1984.0,82000.0,Petrol,Auto,GREY,Hatchback,4X4,5.0,5.0,306.0,155.0,4.6,152.0,3,2,0,21,6,1
audi,TT,10500.0,2013,1798.0,64000.0,Petrol,Auto,WHITE,Coupe,4X2,2.0,4.0,158.0,140.0,7.2,147.0,3,31,0,105,3,0
audi,A5,18995.0,2017,1968.0,28000.0,Diesel,Auto,RED,Convertible,4X2,2.0,4.0,188.0,144.0,8.0,124.0,0,4,0,80,2,0
audi,Q3,13995.0,2016,2000.0,73219.0,Petrol,Auto,WHITE,Other,4X2,5.0,5.0,194.0,139.0,8.0,143.0,3,12,0,105,8,0
audi,A1,10790.0,2016,1395.0,73412.0,Petrol,Manual,BLACK,Hatchback,4X2,3.0,4.0,147.0,134.0,7.8,117.0,3,0,1,0,6,0
audi,A5,10495.0,2015,2967.0,96269.0,Diesel,Auto,SILVER,Hatchback,4X2,5.0,5.0,201.0,146.0,7.1,129.0,0,4,0,84,6,0
audi,A3,26490.0,2017,1984.0,40000.0,Petrol,Auto,GREY,Hatchback,4X4,5.0,5.0,306.0,155.0,4.6,150.0,3,2,0,21,6,1
audi,TT,8493.0,2013,1968.0,64400.0,Diesel,Manual,BLACK,Coupe,4X4,2.0,4.0,168.0,140.0,7.6,139.0,0,31,1,0,3,1
audi,Q3,20995.0,2015,2480.0,40250.0,Petrol,Auto,BLUE,Estate,4X4,5.0,5.0,306.0,155.0,5.5,206.0,3,12,0,1,4,1
audi,A1,9995.0,2016,999.0,69981.0,Petrol,Manual,BLACK,Hatchback,4X2,3.0,4.0,94.0,116.0,10.9,97.0,3,0,1,0,6,0
audi,Q5,16950.0,2016,1968.0,78840.0,Diesel,Auto,WHITE,Estate,4X4,5.0,5.0,188.0,130.0,8.4,157.0,0,13,0,105,4,1
audi,A1,8495.0,2014,1390.0,98431.0,Petrol,Manual,BLACK,Hatchback,4X2,5.0,5.0,121.0,126.0,9.0,126.0,3,0,1,0,6,0
audi,Q5,29498.0,2019,2000.0,30355.0,Diesel,Semi-Auto,Grey,SUV,4X4,5.0,5.0,188.0,137.0,8.1,146.0,0,13,3,26,10,1
audi,Q5,28490.0,2019,2000.0,30894.0,Petrol,Semi-Auto,Grey,SUV,4X4,5.0,5.0,241.0,147.0,6.4,165.0,3,13,3,26,10,1
audi,A1,23490.0,2022,1000.0,9695.0,Petrol,Semi-Auto,Grey,Hatchback,4X2,5.0,5.0,109.0,126.0,8.0,135.0,3,0,3,26,6,0
audi,Q5,45990.0,2023,2000.0,1950.0,Diesel,Semi-Auto,Blue,SUV,4X4,5.0,5.0,201.0,137.0,8.0,172.0,0,13,3,6,10,1
audi,A3,29990.0,2023,1500.0,9890.0,Petrol,Semi-Auto,Grey,Saloon,4X2,4.0,5.0,148.0,144.0,8.0,133.0,3,2,3,26,11,0
audi,Q5,27490.0,2019,2000.0,36202.0,Diesel,Semi-Auto,Black,SUV,4X4,5.0,5.0,188.0,137.0,8.1,146.0,0,13,3,3,10,1
audi,Q3,33490.0,2020,2000.0,19945.0,Petrol,Semi-Auto,Grey,SUV,4X4,5.0,5.0,226.0,144.0,6.5,171.0,3,12,3,26,10,1
audi,TT,29990.0,2023,2000.0,5745.0,Petrol,Semi-Auto,Grey,Coupe,4X2,2.0,4.0,194.0,153.0,8.0,154.0,3,31,3,26,3,0
audi,A6,43999.0,2023,2000.0,6876.0,Diesel,Semi-Auto,Grey,Estate,4X4,5.0,5.0,201.0,152.0,8.0,158.0,0,5,3,26,4,1
audi,A6,41999.0,2023,2000.0,5246.0,Petrol,Semi-Auto,Grey,Estate,4X2,5.0,5.0,201.0,155.0,8.0,175.0,3,5,3,26,4,0
audi,A6,43999.0,2023,2000.0,6897.0,Diesel,Semi-Auto,Black,Estate,4X4,5.0,5.0,201.0,152.0,8.0,158.0,0,5,3,3,4,1
audi,A3,24499.0,2022,1000.0,7124.0,Petrol,Manual,Black,Hatchback,4X2,5.0,5.0,109.0,127.0,8.0,132.0,3,2,1,3,6,0
audi,Q2,22900.0,2020,1500.0,19088.0,Petrol,Semi-Auto,Black,SUV,4X2,5.0,5.0,148.0,132.0,8.0,138.0,3,11,3,3,10,0
audi,A1,25995.0,2021,2000.0,7950.0,Petrol,Semi-Auto,Black,Hatchback,4X2,5.0,5.0,198.0,146.0,8.0,153.0,3,0,3,3,6,0
audi,A1,24995.0,2021,1500.0,9998.0,Petrol,Semi-Auto,Red,Hatchback,4X2,5.0,5.0,148.0,137.0,8.0,143.0,3,0,3,81,6,0
audi,Q5,45995.0,2021,3000.0,22350.0,Diesel,Semi-Auto,Blue,SUV,4X4,5.0,5.0,336.0,155.0,8.0,218.0,0,13,3,6,10,1
audi,Q2,18999.0,2020,1000.0,18635.0,Petrol,Manual,White,Estate,4X2,5.0,5.0,114.0,122.0,10.1,141.0,3,11,1,106,4,0
audi,A3,29990.0,2020,1984.0,27500.0,Petrol,Auto,Unknown,Hatchback,4X4,5.0,5.0,296.0,155.0,4.7,186.0,3,2,0,102,6,1
audi,TT,45990.0,2020,2480.0,31302.0,Petrol,Auto,Unknown,Coupe,4X4,2.0,4.0,395.0,155.0,3.7,209.0,3,31,0,102,3,1
audi,A3,16300.0,2017,1984.0,37253.0,Petrol,Auto,Blue,Hatchback,4X2,3.0,5.0,188.0,152.0,6.7,130.0,3,2,0,6,6,0
audi,A6,23690.0,2019,1968.0,52305.0,Diesel,Auto,Grey,Estate,4X2,5.0,5.0,201.0,152.0,8.3,124.0,0,5,0,26,4,0
audi,A5,27714.0,2021,1968.0,23654.0,Diesel,Auto,Blue,Hatchback,4X2,5.0,5.0,161.0,140.0,8.0,137.0,0,4,0,6,6,0
audi,A3,23085.0,2022,1498.0,12381.0,Petrol,Manual,Blue,Hatchback,4X2,5.0,5.0,148.0,139.0,8.0,136.0,3,2,1,6,6,0
audi,A5,16551.0,2017,1968.0,77120.0,Diesel,Auto,Red,Hatchback,4X2,5.0,5.0,188.0,130.0,8.0,112.0,0,4,0,81,6,0
audi,A4,23682.0,2020,1984.0,11557.0,Petrol,Auto,Grey,Saloon,4X2,4.0,5.0,147.0,140.0,8.9,134.0,3,3,0,26,11,0
audi,A5,26000.0,2018,3000.0,46831.0,Petrol,Semi-Auto,Blue,Hatchback,4X4,5.0,5.0,350.0,155.0,8.0,174.0,3,4,3,6,6,1
audi,A3,17390.0,2019,1500.0,39951.0,Petrol,Manual,Blue,Hatchback,4X2,5.0,5.0,148.0,136.0,8.2,125.0,3,2,1,6,6,0
audi,A3,30550.0,2021,2000.0,42585.0,Petrol,Semi-Auto,Blue,Hatchback,4X4,5.0,5.0,306.0,155.0,8.0,184.0,3,2,3,6,6,1
audi,A1,16450.0,2020,1000.0,34146.0,Petrol,Manual,White,Hatchback,4X2,5.0,5.0,114.0,126.0,9.5,131.0,3,0,1,106,6,0
audi,Q5,48299.0,2023,2000.0,3690.0,Diesel,Semi-Auto,Blue,SUV,4X4,5.0,5.0,201.0,137.0,8.0,172.0,0,13,3,6,10,1
audi,Q5,45199.0,2022,2000.0,11765.0,Diesel,Semi-Auto,White,SUV,4X4,5.0,5.0,201.0,137.0,8.0,174.0,0,13,3,106,10,1
audi,A1,12900.0,2015,2000.0,71307.0,Petrol,Manual,Red,Hatchback,4X4,3.0,4.0,228.0,155.0,5.8,166.0,3,0,1,81,6,1
audi,Q3,25990.0,2021,2000.0,10411.0,Diesel,Semi-Auto,Black,SUV,4X2,5.0,5.0,147.0,128.0,8.0,142.0,0,12,3,3,10,0
audi,A4,9779.0,2016,1400.0,74000.0,Petrol,Manual,White,Saloon,4X2,4.0,5.0,147.0,130.0,8.7,126.0,3,3,1,106,11,0
audi,A4,15995.0,2017,1400.0,58550.0,Petrol,Manual,White,Estate,4X2,5.0,5.0,147.0,130.0,8.0,139.0,3,3,1,106,4,0
audi,A3,12999.0,2017,1598.0,75425.0,Diesel,Manual,Grey,Saloon,4X2,4.0,5.0,114.0,127.0,8.0,107.0,0,2,1,26,11,0
audi,Q7,47950.0,2021,2967.0,25130.0,Diesel,Auto,Black,SUV,4X4,5.0,7.0,281.0,150.0,8.0,210.0,0,14,0,3,10,1
audi,Q3,11750.0,2015,1968.0,87000.0,Diesel,Manual,White,SUV,4X2,5.0,5.0,147.0,126.0,9.6,122.0,0,12,1,106,10,0
audi,Q3,6500.0,2012,1968.0,130000.0,Diesel,Auto,White,SUV,4X4,5.0,5.0,176.0,132.0,8.2,156.0,0,12,0,106,10,1
audi,A3,9450.0,2016,999.0,89000.0,Petrol,Manual,Black,Hatchback,4X2,3.0,5.0,114.0,128.0,9.4,107.0,3,2,1,3,6,0
audi,TT,13990.0,2015,1968.0,62000.0,Diesel,Manual,White,Coupe,4X2,2.0,4.0,181.0,149.0,7.1,116.0,0,31,1,106,3,0
audi,RS6,43995.0,2015,3993.0,51000.0,Petrol,Auto,Sepang Blue,Estate,4X4,5.0,5.0,552.0,155.0,3.9,223.0,3,21,0,87,4,1
audi,Q5,22795.0,2019,1968.0,87222.0,Diesel,Auto,Grey,Estate,4X4,5.0,5.0,188.0,137.0,8.1,148.0,0,13,0,26,4,1
audi,Q2,18995.0,2020,1598.0,50198.0,Diesel,Manual,Blue,Estate,4X2,5.0,5.0,114.0,122.0,10.3,158.0,0,11,1,6,4,0
audi,A4,10995.0,2016,1968.0,124000.0,Diesel,Auto,Black,Saloon,4X4,4.0,5.0,188.0,146.0,7.2,118.0,0,3,0,3,11,1
audi,A1,6000.0,2013,1390.0,83000.0,Petrol,Manual,White,Hatchback,4X2,3.0,4.0,122.0,126.0,8.9,124.0,3,0,1,106,6,0
audi,TT,5275.0,2009,1984.0,107000.0,Petrol,Auto,Grey,Convertible,4X2,2.0,2.0,201.0,147.0,6.5,186.0,3,31,0,26,2,0
audi,A4,21300.0,2019,1984.0,31700.0,Petrol,Auto,Grey,Saloon,4X2,4.0,5.0,147.0,140.0,8.9,135.0,3,3,0,26,11,0
audi,A6,21995.0,2019,1968.0,55289.0,Diesel,Auto,Black,Saloon,4X2,4.0,5.0,201.0,152.0,8.1,118.0,0,5,0,3,11,0
audi,A4,23340.0,2019,1984.0,36000.0,Petrol,Auto,BLACK,Saloon,4X2,4.0,5.0,188.0,150.0,7.3,137.0,3,3,0,0,11,0
audi,A5,5995.0,2012,1968.0,99000.0,Diesel,Manual,GREY,Hatchback,4X2,5.0,4.0,177.0,142.0,8.5,120.0,0,4,1,21,6,0
audi,Q7,12399.0,2011,2967.0,77270.0,Diesel,Auto,WHITE,Estate,4X4,5.0,7.0,241.0,135.0,7.9,195.0,0,14,0,105,4,1
audi,A4,14199.0,2019,1968.0,86885.0,Diesel,Auto,GREY,Saloon,4X2,4.0,5.0,147.0,136.0,8.9,118.0,0,3,0,21,11,0
audi,Q5,13295.0,2013,2967.0,137486.0,Diesel,Auto,BLACK,Estate,4X4,5.0,5.0,308.0,155.0,5.1,179.0,0,13,0,0,4,1
audi,Q2,15349.0,2019,1598.0,45250.0,Diesel,Auto,Red,SUV,4X2,5.0,5.0,114.0,122.0,10.3,122.0,0,11,0,81,10,0
audi,Q2,18049.0,2020,999.0,29432.0,Petrol,Auto,Black,SUV,4X2,5.0,5.0,114.0,122.0,10.1,135.0,3,11,0,3,10,0
audi,A3,16799.0,2018,1598.0,49559.0,Diesel,Auto,Red,Hatchback,4X2,5.0,5.0,114.0,127.0,10.4,105.0,0,2,0,81,6,0
audi,Q2,18549.0,2019,1498.0,37263.0,Petrol,Auto,White,SUV,4X2,5.0,5.0,148.0,131.0,8.5,130.0,3,11,0,106,10,0
audi,Q2,16499.0,2019,1598.0,28907.0,Diesel,Auto,White,SUV,4X2,5.0,5.0,114.0,122.0,10.3,122.0,0,11,0,106,10,0
audi,A3,12499.0,2018,1598.0,64110.0,Diesel,Auto,Black,Hatchback,4X2,5.0,5.0,114.0,127.0,10.4,114.0,0,2,0,3,6,0
audi,Q3,16849.0,2017,1968.0,67385.0,Diesel,Auto,Black,SUV,4X4,5.0,5.0,147.0,126.0,8.0,133.0,0,12,0,3,10,1
audi,A4,21299.0,2019,1984.0,42427.0,Petrol,Auto,Blue,Saloon,4X2,4.0,5.0,188.0,150.0,7.3,137.0,3,3,0,6,11,0
audi,A4,15049.0,2017,1968.0,44191.0,Diesel,Auto,Grey,Saloon,4X2,4.0,5.0,188.0,130.0,7.7,102.0,0,3,0,26,11,0
audi,A5,21849.0,2018,1968.0,33268.0,Diesel,Auto,Black,Hatchback,4X2,5.0,5.0,188.0,130.0,8.0,112.0,0,4,0,3,6,0
audi,A4,16599.0,2017,1395.0,38129.0,Petrol,Auto,Black,Estate,4X2,5.0,5.0,147.0,130.0,8.0,133.0,3,3,0,3,4,0
audi,Q5,20790.0,2018,2000.0,75006.0,Petrol,Semi-Auto,Grey,SUV,4X2,5.0,5.0,194.0,139.0,8.0,143.0,3,13,3,26,10,0
audi,Q5,46990.0,2023,2000.0,2581.0,Diesel,Semi-Auto,Grey,SUV,4X2,5.0,5.0,194.0,139.0,8.0,143.0,0,13,3,26,10,0
audi,Q3,32290.0,2023,2000.0,14016.0,Diesel,Semi-Auto,Black,SUV,4X2,5.0,5.0,194.0,139.0,8.0,143.0,0,12,3,3,10,0
audi,Q3,32290.0,2023,1500.0,14036.0,Petrol,Semi-Auto,Grey,SUV,4X2,5.0,5.0,194.0,139.0,8.0,143.0,3,12,3,26,10,0
audi,Q5,39590.0,2023,2000.0,13925.0,Diesel,Semi-Auto,Grey,SUV,4X2,5.0,5.0,194.0,139.0,8.0,143.0,0,13,3,26,10,0
audi,A6,36090.0,2022,2000.0,1800.0,Diesel,Semi-Auto,Blue,Estate,4X2,5.0,5.0,194.0,139.0,8.0,143.0,0,5,3,6,4,0
audi,A3,21849.0,2020,1500.0,25299.0,Petrol,Manual,Grey,Hatchback,4X2,5.0,5.0,194.0,139.0,8.0,143.0,3,2,1,26,6,0
audi,Q5,35290.0,2020,2000.0,21276.0,Hybrid,Semi-Auto,Black,SUV,4X2,5.0,5.0,194.0,139.0,8.0,143.0,1,13,3,3,10,0
audi,Q5,37190.0,2021,2000.0,20109.0,Hybrid,Semi-Auto,Blue,SUV,4X2,5.0,5.0,194.0,139.0,8.0,143.0,1,13,3,6,10,0
audi,A6,28750.0,2020,1968.0,42951.0,Diesel,Auto,Blue,Estate,4X2,5.0,5.0,194.0,139.0,8.0,143.0,0,5,0,6,4,0
audi,A4,27990.0,2022,2000.0,6000.0,Petrol,Semi-Auto,Blue,Saloon,4X2,5.0,5.0,194.0,139.0,8.0,143.0,3,3,3,6,11,0
audi,Q3,32790.0,2023,1500.0,5757.0,Petrol,Manual,Grey,SUV,4X2,5.0,5.0,194.0,139.0,8.0,143.0,3,12,1,26,10,0
audi,Q3,39650.0,2023,1500.0,1000.0,Petrol,Semi-Auto,White,SUV,4X2,5.0,5.0,194.0,139.0,8.0,143.0,3,12,3,106,10,0
audi,Q2,22995.0,2020,2000.0,29728.0,Petrol,Semi-Auto,Grey,SUV,4X2,5.0,5.0,194.0,139.0,8.0,143.0,3,11,3,26,10,0
