Make,Model,Price,Year,Engine Size,Mileage,Fuel Type,Transmission,Color,Body Type,Wheel Drive,Doors,Seats,Engine Power,Top Speed,Acceleration,CO2 Rating,e_Fuel_Type,e_Model,e_Transmission,e_Color,e_Body_Type,e_Wheel_Drive
peugeot,308,9249.0,2018,1499.0,64949.0,Diesel,Manual,Black,Estate,4X2,5.0,5.0,129.0,126.0,10.0,96.0,0,10,2,11,3,0
peugeot,3008,14349.0,2019,1499.0,40202.0,Diesel,Manual,Grey,SUV,4X2,5.0,5.0,129.0,119.0,10.8,109.0,0,8,2,26,11,0
peugeot,3008,17799.0,2020,1199.0,28482.0,Petrol,Manual,White,SUV,4X2,5.0,5.0,129.0,124.0,9.5,147.0,3,8,2,65,11,0
peugeot,3008,15749.0,2019,1199.0,29634.0,Petrol,Manual,White,SUV,4X2,5.0,5.0,129.0,124.0,9.5,117.0,3,8,2,65,11,0
peugeot,208,11599.0,2019,1199.0,7597.0,Petrol,Manual,Black,Hatchback,4X2,5.0,5.0,82.0,109.0,13.5,110.0,3,7,2,11,4,0
peugeot,208,12499.0,2019,1199.0,8700.0,Petrol,Manual,Grey,Hatchback,4X2,5.0,5.0,110.0,117.0,9.3,106.0,3,7,2,26,4,0
peugeot,2008,11000.0,2019,1200.0,29255.0,Petrol,Manual,Nera Black Metallic,SUV,4X2,5.0,5.0,112.0,114.0,12.0,116.0,3,4,2,39,11,0
peugeot,3008,15495.0,2019,1200.0,33892.0,Petrol,Manual,Amazonite Grey Metallic,SUV,4X2,5.0,5.0,112.0,114.0,12.0,116.0,3,8,2,2,11,0
peugeot,3008,19321.0,2020,1199.0,9149.0,Petrol,Manual,BLUE,Hatchback,4X2,5.0,5.0,112.0,114.0,12.0,116.0,3,8,2,6,4,0
peugeot,208,15299.0,2022,1200.0,7801.0,Petrol,Manual,Black,Hatchback,4X2,5.0,5.0,112.0,114.0,12.0,116.0,3,7,2,11,4,0
peugeot,208,10190.0,2018,1199.0,17812.0,Petrol,Manual,Red,Hatchback,4X2,5.0,5.0,112.0,114.0,12.0,116.0,3,7,2,53,4,0
peugeot,108,7495.0,2016,1000.0,21044.0,Petrol,Manual,Red,Hatchback,4X2,5.0,5.0,112.0,114.0,12.0,116.0,3,2,2,53,4,0
peugeot,308,13995.0,2020,1200.0,19743.0,Petrol,Manual,Grey,Hatchback,4X2,5.0,5.0,112.0,114.0,12.0,116.0,3,10,2,26,4,0
peugeot,2008,17995.0,2020,1200.0,23083.0,Petrol,Manual,Black,SUV,4X2,5.0,5.0,112.0,114.0,12.0,116.0,3,4,2,11,11,0
peugeot,2008,6790.0,2015,1200.0,76419.0,Petrol,Manual,White,SUV,4X2,5.0,5.0,129.0,124.0,9.6,110.0,3,4,2,65,11,0
peugeot,3008,14580.0,2017,1600.0,24126.0,Diesel,Manual,Red,SUV,4X2,5.0,5.0,118.0,117.0,12.0,104.0,0,8,2,53,11,0
peugeot,308,12480.0,2017,1200.0,17770.0,Petrol,Semiauto,Black,Hatchback,4X2,5.0,5.0,129.0,124.0,9.8,112.0,3,10,6,11,4,0
peugeot,3008,20995.0,2021,1200.0,20047.0,Petrol,Manual,Blue,SUV,4X2,5.0,5.0,129.0,117.0,12.0,142.0,3,8,2,12,11,0
peugeot,3008,16465.0,2017,1600.0,37000.0,Diesel,Semiauto,Black,SUV,4X2,5.0,5.0,118.0,115.0,12.0,108.0,0,8,6,11,11,0
peugeot,108,7795.0,2019,1000.0,40676.0,Petrol,Manual,Red,Hatchback,4X2,5.0,4.0,71.0,99.0,13.8,93.0,3,2,2,53,4,0
peugeot,3008,17843.0,2020,1200.0,41653.0,Petrol,Manual,Grey,SUV,4X2,5.0,5.0,129.0,124.0,9.5,149.0,3,8,2,26,11,0
peugeot,208,10399.0,2019,1199.0,29635.0,Petrol,Manual,White,Hatchback,4X2,5.0,5.0,82.0,109.0,13.5,110.0,3,7,2,65,4,0
peugeot,108,9995.0,2020,998.0,8995.0,Petrol,Manual,Red,Hatchback,4X2,5.0,4.0,71.0,99.0,13.8,85.0,3,2,2,53,4,0
peugeot,207,7000.0,2014,1600.0,38933.0,Petrol,Manual,Black,Convertible,4X2,2.0,4.0,121.0,119.0,10.7,150.0,3,6,2,11,1,0
peugeot,208,10499.0,2019,1200.0,20817.0,Petrol,Manual,White,Hatchback,4X2,5.0,5.0,82.0,109.0,13.5,110.0,3,7,2,65,4,0
peugeot,208,16490.0,2020,1199.0,20000.0,Petrol,Automatic,Red,Hatchback,4X2,5.0,5.0,99.0,117.0,12.0,133.0,3,7,1,53,4,0
peugeot,308,10490.0,2016,1997.0,61000.0,Diesel,Automatic,BLACK,Estate,4X2,5.0,5.0,147.0,130.0,10.3,109.0,0,10,1,5,3,0
