Make,Model,Price,Year,Engine Size,Mileage,Fuel Type,Transmission,Color,Body Type,Wheel Drive,Doors,Seats,Engine Power,Top Speed,Acceleration,CO2 Rating,e_Fuel_Type,e_Model,e_Transmission,e_Color,e_Body_Type,e_Wheel_Drive
mercedes-benz,EQC,35940.0,2020,1000.0,26898.0,Other,Automatic,GREY,Other,4X4,5.0,5.0,402.0,112.0,5.1,140.0,5,25,1,29,9,1
mercedes-benz,EQC,35940.0,2020,1000.0,28252.0,Other,Automatic,GREY,Other,4X4,5.0,5.0,402.0,112.0,5.1,140.0,5,25,1,29,9,1
mercedes-benz,A Class,13995.0,2019,1332.0,75815.0,Petrol,Manual,BLACK,Hatchback,4X2,5.0,5.0,161.0,140.0,8.2,126.0,6,5,2,3,7,0
mercedes-benz,GL Class,28985.0,2017,2987.0,98660.0,Diesel,Automatic,SILVER,Estate,4X4,5.0,7.0,255.0,138.0,7.8,199.0,0,27,1,70,6,1
mercedes-benz,A Class,13484.0,2014,1991.0,68224.0,Petrol,Automatic,PURPLE,Hatchback,4X4,5.0,5.0,208.0,149.0,6.5,154.0,6,5,1,61,7,1
mercedes-benz,GLC Class,33749.0,2017,2996.0,45000.0,Petrol,Automatic,RED,Coupe,4X4,4.0,5.0,362.0,155.0,4.9,203.0,6,30,1,65,4,1
mercedes-benz,GLC Class,25995.0,2017,2143.0,63562.0,Diesel,Automatic,BLUE,Coupe,4X4,4.0,5.0,168.0,130.0,8.3,143.0,0,30,1,4,4,1
mercedes-benz,CLA Class,34140.0,2022,1332.0,14000.0,Petrol,Automatic,RED,Coupe,4X2,4.0,5.0,161.0,142.0,8.2,140.0,6,13,1,65,4,0
mercedes-benz,C Class,13049.0,2016,2143.0,56759.0,Diesel,Automatic,Silver,Saloon,4X2,4.0,5.0,168.0,145.0,7.7,103.0,0,11,1,73,14,0
mercedes-benz,C Class,20699.0,2019,1950.0,62504.0,Diesel,Automatic,Black,Saloon,4X2,4.0,5.0,192.0,149.0,6.9,117.0,0,11,1,9,14,0
mercedes-benz,A Class,18949.0,2019,1461.0,43329.0,Diesel,Automatic,Black,Hatchback,4X2,5.0,5.0,114.0,126.0,10.5,103.0,0,5,1,9,7,0
mercedes-benz,A Class,18599.0,2019,1461.0,22998.0,Diesel,Automatic,Black,Hatchback,4X2,5.0,5.0,114.0,126.0,10.5,111.0,0,5,1,9,7,0
mercedes-benz,A Class,18599.0,2019,1332.0,28138.0,Petrol,Automatic,Black,Hatchback,4X2,5.0,5.0,134.0,134.0,9.2,126.0,6,5,1,9,7,0
