Make,Model,Price,Year,Engine Size,Mileage,Fuel Type,Transmission,Color,Body Type,Wheel Drive,Doors,Seats,Engine Power,Top Speed,Acceleration,CO2 Rating
morris,Minor,10495.0,1952,918cc,"18,648 miles",Petrol,Manual,Grey,Saloon,,,,,,,
